"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70"
0.204489998595654,0.181240751301751,0.158515612482345,0.136737798994772,0.116227205555267,0.0971883333511488,0.0797788668062168,0.064067415598237,0.0500757615520984,0.0377725098423833,0.0271052894991991,0.0179867558565396,0.0103136045855397,0.00396804714612172,-0.00117228705308564,-0.00523413553865999,-0.00834323612478072,-0.0106222311868999,-0.0121864057272862,-0.0131467995290364,-0.0136039816877719,-0.0136507342452532,-0.01336821541903,-0.0128320374597805,-0.0121060183461423,-0.0112464005852026,-0.0102991445688161,-0.00930565742122203,-0.00829811876340502,-0.00730290561411217,-0.00634100030933229,-0.00542719645318036,-0.00457375595184877,-0.00378797879428138,-0.00307448116048749,-0.00243472289639538,-0.00186888213972538,-0.00137490490740003,-0.000949635988789175,-0.00058879310809823,-0.00028768873867565,-4.10661431119656e-05,0.000156496928239157,0.000310465293481419,0.000426156096894435,0.000508762233082975,0.00056312190157127,0.000593771020365862,0.000604760852987341,0.000599902605062624,0.000582477629205698,0.000555413058156597,0.000521139084605745,0.000481861911680608,0.000439323087043345,0.000394962869290245,0.000349936815592011,0.00030506486671003,0.000261027372695889,0.000218227429753366,0.000176914772692842,0.000137157427843022,9.89502472361844e-05,6.21618160071285e-05,2.66023142995464e-05,-7.96601934550401e-06,-4.17922013509295e-05,-7.51240883722356e-05,-0.000108183846759787,-0.000141126785163815
0.181240751301751,0.163197795350725,0.145126044344524,0.127362561183656,0.110263899733749,0.0940789279459587,0.0790121555302402,0.0651822388801453,0.0526614228591657,0.0414676619857688,0.0315969486832784,0.0230072121718967,0.0156377658754118,0.0094090931222527,0.00423498159035264,2.006089858818e-05,-0.00333343909111629,-0.00592357716061528,-0.00784532981982302,-0.00919130477634375,-0.0100475386951956,-0.0104946097158875,-0.0106044653572447,-0.0104448079719868,-0.0100740317028562,-0.00954436334896427,-0.00889945043345281,-0.00817908810060637,-0.00741512161185102,-0.00663428830440663,-0.00585851379854039,-0.00510409325850487,-0.00438498266483091,-0.00371049096347595,-0.0030873519498008,-0.00251919927855908,-0.00200838373481474,-0.00155495994010281,-0.00115779867394999,-0.000814485639454092,-0.000522119603276126,-0.000277033119058747,-7.52453114294102e-05,8.74186826087577e-05,0.000215184327622786,0.000312241929978763,0.00038261561139106,0.000430142995594452,0.000458329399618657,0.000470507361058826,0.000469610723655917,0.000458295448633413,0.000438815519930192,0.000413240743590657,0.000383250951178046,0.00035026717157655,0.000315462536595576,0.000279712095752009,0.000243765037891314,0.000208117323276429,0.000173121594881244,0.000138956671803857,0.000105729923485658,7.34217000437405e-05,4.19499310502159e-05,1.11742905496821e-05,-1.9063022771665e-05,-4.89347653597506e-05,-7.86017197783708e-05,-0.000108179896094373
0.158515612482345,0.145126044344524,0.131611400006142,0.117879183075185,0.104208425824031,0.0908922559157719,0.0781818152302023,0.066245767112262,0.0552067966529243,0.0451322261025562,0.0360664486775721,0.028012731728804,0.0209530840813347,0.0148463506677248,0.0096425710335133,0.00527783959943968,0.00168245114213694,-0.00121697437509229,-0.00349501520758682,-0.00522576040232937,-0.00648063552715918,-0.0073279421069705,-0.00783035319231122,-0.00804760174967737,-0.00803260773431509,-0.00783353777571996,-0.00749169008478903,-0.00704521493906294,-0.00652559757784961,-0.00595991454952671,-0.0053710178934952,-0.00477669234815765,-0.00419257798245265,-0.00362998664047139,-0.00309776580513297,-0.00260172152666896,-0.00214637684792241,-0.00173389639547413,-0.00136517922835208,-0.00103968223601908,-0.000756294018877036,-0.000512940439078645,-0.000307086162007307,-0.000135850497487585,3.89621699382546e-06,0.000115337666316112,0.00020168012296035,0.000266059373208062,0.000311431614150999,0.000340647725972693,0.000356291462405635,0.000360745306234219,0.000356085111801263,0.000344242541583967,0.000326834327164576,0.000305261119625173,0.000280712700514755,0.000254118566978245,0.000226296195450455,0.000197834077746282,0.000169187553836501,0.000140646168648065,0.000112429800336121,8.46306562348195e-05,5.72745546823148e-05,3.03187840274091e-05,3.69694656298094e-06,-2.26884245417829e-05,-4.89365576152126e-05,-7.51240445747714e-05
0.136737798994772,0.127362561183656,0.117879183075185,0.10810788580963,0.0979064610472823,0.0874976962303833,0.0771791964180091,0.0671693651896208,0.0576412334236574,0.0487115178513413,0.0404730781270048,0.032974669046094,0.0262411799381322,0.020270037730206,0.0150477662205783,0.0105421707716199,0.00671185817203064,0.00350837060525443,0.000877759495220022,-0.00123532161082331,-0.00288748239332642,-0.00413455773072887,-0.00502977864415069,-0.00562475199018116,-0.00596679011609017,-0.006099881201182,-0.00606287660301639,-0.00589219342399138,-0.00561888741390866,-0.00527031681211553,-0.00487021372167477,-0.00443781900859724,-0.00399042869723744,-0.00354133986793251,-0.00310150174918051,-0.00267888763705289,-0.00228019046262379,-0.00190968738617001,-0.0015703107379931,-0.00126339617366334,-0.000989630660307202,-0.000748543315581114,-0.000539054786511787,-0.000359589227153806,-0.000208123309262439,-8.24903135865172e-05,1.9688435956678e-05,0.000100837690750985,0.00016335624227399,0.00020960548670529,0.000241812290287407,0.00026207955822727,0.000272299906923373,0.000274262196254712,0.000269516338095719,0.000259439500477788,0.000245235593140299,0.000227886732735285,0.000208277145296329,0.000187086895416499,0.000164873384642648,0.000142036635096895,0.000118908942098338,9.56945531100832e-05,7.25274884489014e-05,4.94630773435702e-05,2.65267823509975e-05,3.69689510871381e-06,-1.90638328041707e-05,-4.17922742856707e-05
0.116227205555267,0.110263899733749,0.104208425824031,0.0979064610472823,0.0910886489944611,0.0837066853919983,0.0758459323048282,0.0678224420930514,0.059860347597466,0.052122521480889,0.0447536228316215,0.0378470366956833,0.0314708233321673,0.0256614286111124,0.0204422098457261,0.0158131403849167,0.0117615827078839,0.00826444171789801,0.00528882103272729,0.002798526495348,0.000752141963522308,-0.000893348985125883,-0.0021814233775257,-0.00315526936262931,-0.00385634110528816,-0.0043242252920793,-0.00459514135832884,-0.00470360513247339,-0.00468010957960189,-0.00455218353531183,-0.00434434889328526,-0.00407723658019728,-0.00376974251490851,-0.00343711274468569,-0.00309237285755948,-0.00274565101594821,-0.00240580301067195,-0.00207922100552434,-0.00177087790552817,-0.00148400059535252,-0.00122108879896852,-0.000983292224471325,-0.000771005953937579,-0.000583978054706135,-0.0004213105593085,-0.000281872479956971,-0.000164130568256004,-6.63880127544039e-05,1.31812487649953e-05,7.64346117911387e-05,0.000125229369656055,0.000161377421637728,0.000186578516495302,0.000202469901191077,0.000210527580202352,0.000212099284974665,0.000208398181286008,0.000200455424847667,0.000189218953536335,0.000175458454246158,0.000159832050433376,0.000142849637078223,0.000124955622641275,0.000106466519689893,8.762503079343e-05,6.85852361975997e-05,4.94652338141395e-05,3.03198906195877e-05,1.11746874641613e-05,-7.9669952259935e-06
0.0971883333511488,0.0940789279459587,0.0908922559157719,0.0874976962303833,0.0837066853919983,0.0792543131416658,0.0739561776396309,0.0680153282591078,0.0617044859512842,0.0552389348459428,0.0488086644431389,0.0425541261116588,0.0365869869237665,0.0309831368899165,0.0258034649396739,0.0210807275793411,0.0168317149802691,0.0130593709956802,0.00975250789229117,0.00689472577476026,0.00446039938514288,0.00241989123559135,0.000739979791368559,-0.000613632031682943,-0.00167613192821736,-0.00248233941341363,-0.00306553574830937,-0.00345805595874861,-0.00368960594869103,-0.00378769645164283,-0.00377748401258545,-0.0036808738252232,-0.00351826227984328,-0.00330677753107578,-0.00306147275257125,-0.0027946040179433,-0.00251717206649158,-0.00223768237981548,-0.0019631551480136,-0.00169872435140071,-0.00144872182022513,-0.00121594272513953,-0.00100228375604545,-0.000808845527194645,-0.000635884544527115,-0.000483334471469986,-0.000350535351883128,-0.00023654493558001,-0.000140134262423285,-5.99731339822819e-05,5.4057033539703e-06,5.75045878775008e-05,9.78146206810503e-05,0.000127806929527297,0.000148871808144254,0.00016231754617663,0.000169358284992656,0.000171068016995182,0.000168453068280558,0.000162369194652546,0.000153572692157872,0.000142681999766792,0.000130252812810337,0.00011671397853426,0.000102417393824737,8.7616819023929e-05,7.25240435017155e-05,5.72716810385861e-05,4.19490372757128e-05,2.66005394972972e-05
0.0797788668062168,0.0790121555302402,0.0781818152302023,0.0771791964180091,0.0758459323048282,0.0739561776396309,0.0712534751518109,0.0675310123568119,0.0629962284416103,0.0579133034822948,0.0525205888477347,0.047004803649113,0.0415216714576671,0.03618725850931,0.0311006844582946,0.0263283744094293,0.0219174506667264,0.0178978161116828,0.0142808963046871,0.0110709723298234,0.00825904367484744,0.00582963794681951,0.00376049738559197,0.00202688531601032,0.000600463078683118,-0.000548297494759362,-0.00144929750376626,-0.00213228632907143,-0.00262585525742249,-0.00295721949600924,-0.00315194030984923,-0.00323302326782702,-0.00322221476954992,-0.0031384214143135,-0.00299864647979876,-0.00281722826805435,-0.00260728003447332,-0.00237941209517305,-0.00214269597583749,-0.00190419066517799,-0.0016700833470219,-0.0014448465531421,-0.00123191427160795,-0.00103377792559329,-0.000851888023596705,-0.000687282380992893,-0.000540212826714056,-0.000410528673857241,-0.000297632207391932,-0.00020075303765187,-0.000118842938415991,-5.07355375281271e-05,4.82900717094115e-06,4.91348451477747e-05,8.34694464073266e-05,0.000109087058467996,0.000127190619347537,0.000138887716020937,0.000145235068667685,0.000147169032293332,0.000145540047898248,0.000141072835976897,0.000134432847526708,0.000126161047606038,0.00011671897014407,0.000106461138547375,9.56943204122082e-05,8.46303780303007e-05,7.34238714220569e-05,6.21613249742218e-05
0.064067415598237,0.0651822388801453,0.066245767112262,0.0671693651896208,0.0678224420930514,0.0680153282591078,0.0675310123568119,0.0660936796599082,0.0635009351300945,0.0599509872674908,0.0557303202585944,0.0510719990813793,0.0461762456298793,0.0412000650981059,0.0362816817173518,0.031522248892751,0.0270003488339359,0.0227740098368367,0.0188784361509924,0.0153397400806485,0.0121666408868861,0.00935887113808778,0.00690608249840747,0.00479399626411961,0.00300191120566467,0.00150630413159909,0.00028126112499126,-0.000699823048755364,-0.00146396840297773,-0.00203770468397815,-0.00244667152176127,-0.0027147241642799,-0.00286474015828262,-0.00291724961477463,-0.00289108707896239,-0.00280259845970083,-0.00266695345193242,-0.00249684495367716,-0.00230339151715927,-0.00209559300398247,-0.00188151568216301,-0.001667346249759,-0.00145809883184136,-0.00125770284312274,-0.00106885272655156,-0.000893740780283902,-0.000733580467184627,-0.000589060996772295,-0.000460260982268484,-0.000347013114648402,-0.000248727042209317,-0.000164607968606726,-9.36580796637413e-05,-3.4808717735326e-05,1.31011236093354e-05,5.12513162922055e-05,8.08164681786652e-05,0.000102924558265778,0.000118671176782048,0.000129065167670195,0.000135044974845626,0.000137437889216156,0.000137016420992972,0.000134432799266251,0.000130258283874057,0.000124949196740242,0.000118908634919427,0.00011242944053299,0.000105733125935263,9.89495885599672e-05
0.0500757615520984,0.0526614228591657,0.0552067966529243,0.0576412334236574,0.059860347597466,0.0617044859512842,0.0629962284416103,0.0635009351300945,0.0628995120354467,0.0611232115112458,0.05824777350712,0.0546008994431336,0.0504286299258447,0.0459264543300555,0.0412758982166883,0.036612963227436,0.032049016220864,0.0276716104390489,0.0235411332406827,0.0197069543354546,0.0161968691639898,0.0130271178248656,0.0102004577756212,0.0077142083631902,0.00555631679589832,0.00371018534946741,0.00215467697084176,0.0008670602804689,-0.000177510839783929,-0.00100436217230219,-0.00163877384843661,-0.0021051097154924,-0.00242707836779328,-0.00262661606164863,-0.00272421837763851,-0.00273812680225118,-0.00268548000336642,-0.00258101117002371,-0.00243786785166441,-0.00226700042634438,-0.00207837480220659,-0.00187993090984299,-0.00167831096648928,-0.00147893700620622,-0.00128580688058123,-0.00110232791490674,-0.000930736258830083,-0.000772620768467499,-0.000628792758866373,-0.000499742386164513,-0.000385386496718604,-0.000285347371181122,-0.000198928892723348,-0.000125314820522478,-6.35015377747945e-05,-1.24103546748977e-05,2.90822220363847e-05,6.21067467020608e-05,8.77820019244415e-05,0.000107178016929587,0.0001213124799202,0.000131109664413732,0.000137444885046844,0.000141079824606799,0.000142694931087473,0.000142849103287857,0.000142043002038578,0.000140652284903639,0.000138967291441993,0.000137162742562684
0.0377725098423833,0.0414676619857688,0.0451322261025562,0.0487115178513413,0.052122521480889,0.0552389348459428,0.0579133034822948,0.0599509872674908,0.0611232115112458,0.0611482338873199,0.0598336074583216,0.0573913082897925,0.0541112511513133,0.0502344642863963,0.0459801853970625,0.0415227008383724,0.0370076035824715,0.0325535305238399,0.0282477211570274,0.0241644174448094,0.0203521186151641,0.016845135605736,0.0136607847813038,0.0108093779500809,0.00828876086327609,0.00609040818576249,0.00419895409095192,0.00259646469945256,0.00126103975212753,0.000169227590233249,-0.000703320610349272,-0.00138102482922345,-0.00188802317618453,-0.00224736002910067,-0.00248095360070824,-0.00260877689023204,-0.00264980507420258,-0.0026207378576977,-0.00253670997469574,-0.00241061754976275,-0.00225433614659171,-0.00207759456092495,-0.00188871152663704,-0.00169466009532084,-0.00150080798108838,-0.00131184618562299,-0.00113110458158183,-0.000961142096946952,-0.000803570231757537,-0.000659602150855638,-0.000529722139027766,-0.000414025580135744,-0.000312167453605349,-0.00022363017080453,-0.000147606711222694,-8.31538662835677e-05,-2.92287220095341e-05,1.52784306218432e-05,5.1488770669742e-05,8.05181212931639e-05,0.000103451204455867,0.000121301071274726,0.000135039334339409,0.000145533774393165,0.000153572345428636,0.000159816628431563,0.000164865596915308,0.000169179394265826,0.000173119034211979,0.00017690556525936
0.0271052894991991,0.0315969486832784,0.0360664486775721,0.0404730781270048,0.0447536228316215,0.0488086644431389,0.0525205888477347,0.0557303202585944,0.05824777350712,0.0598336074583216,0.0602246895601035,0.0592207844990572,0.0570423769929933,0.053973317588127,0.0502744708891072,0.0461586149263665,0.0418070902238664,0.0373713265100845,0.0329672338604886,0.0286958000517676,0.0246280846989942,0.0208182861129411,0.017299989534017,0.0140981471856905,0.0112219977770374,0.00867246830100857,0.00644117165315188,0.00451609821424566,0.0028792449360226,0.0015098663752073,0.000385261046939679,-0.000518473378559551,-0.00122539189231288,-0.00175925934973044,-0.00214310163819051,-0.00239839969708247,-0.00254578072458678,-0.00260379963477304,-0.00258950734771468,-0.00251772204478651,-0.00240222431581519,-0.00225456074457494,-0.00208477273057207,-0.00190144426672373,-0.00171138470290259,-0.00152064405357135,-0.00133372599777644,-0.00115423996607064,-0.000984675887288477,-0.000827046421208129,-0.000682474469076544,-0.000551595212219382,-0.000434474130309185,-0.000330948158334517,-0.000240454763739994,-0.000162228447258833,-9.53434749839556e-05,-3.87404680130258e-05,8.67777913040329e-06,4.80529674760487e-05,8.05207741456167e-05,0.000107171827020286,0.000129064919642048,0.000147168716790366,0.000162375572188413,0.000175448951200597,0.000187086197273753,0.000197833289764449,0.000208123615713054,0.000218226036783929
0.0179867558565396,0.0230072121718967,0.028012731728804,0.032974669046094,0.0378470366956833,0.0425541261116588,0.047004803649113,0.0510719990813793,0.0546008994431336,0.0573913082897925,0.0592207844990572,0.059818067947502,0.0589902067453629,0.0569497828183622,0.0539999166098605,0.0503929359192529,0.04634740381322,0.042049286870734,0.0376451209081064,0.0332646523188878,0.0290035676032377,0.0249379954397753,0.0211197427706182,0.0175902975828661,0.014372033023909,0.0114769496879454,0.00890507372577935,0.00665166559673833,0.00470376933125696,0.00304436003937904,0.00165326479325085,0.000507814908073393,-0.000415317142908386,-0.00114011984156827,-0.00169031665533776,-0.00208859650517462,-0.00235698609036639,-0.00251573264848086,-0.00258369039743597,-0.0025775461730355,-0.00251295639314726,-0.00240329954132177,-0.00226037664764716,-0.00209443832326182,-0.00191380822515748,-0.00172597355123895,-0.00153669820571486,-0.00135073049037414,-0.00117152648930545,-0.0010019848393672,-0.000843948831400388,-0.000698670784883921,-0.000566696428736018,-0.000448283210050378,-0.000343170376696637,-0.000250821120405852,-0.000170471527270001,-0.000101149050064401,-4.18133605517616e-05,8.67772999320111e-06,5.14899870894107e-05,8.77765627560033e-05,0.00011867088442051,0.000145234699392557,0.000168459569854162,0.000189208591299167,0.000208276342422465,0.000226295285281257,0.000243772431465455,0.000261025739450257
0.0103136045855397,0.0156377658754118,0.0209530840813347,0.0262411799381322,0.0314708233321673,0.0365869869237665,0.0415216714576671,0.0461762456298793,0.0504286299258447,0.0541112511513133,0.0570423769929933,0.0589902067453629,0.0596420284414568,0.0589388446874582,0.0569680420051358,0.0540707064001853,0.0505038561390419,0.0464894216081351,0.0422074431376517,0.0378176565165431,0.0334428989217704,0.0291834718203673,0.0251115651307674,0.021287345930737,0.0177483000950456,0.0145193639980036,0.0116106439809796,0.00902624242117847,0.00675960962388745,0.00479865015688573,0.00312677950706647,0.00172343498471796,0.000566806804654088,-0.000366697049586802,-0.00110097880549828,-0.00165954635441721,-0.00206549318376634,-0.00234053346112146,-0.00250515988499594,-0.00257783611137435,-0.00257603251321727,-0.00251495198706463,-0.00240817707487852,-0.00226767139559047,-0.00210334248786659,-0.00192419219020171,-0.00173733474854992,-0.00154875153101072,-0.00136296053265111,-0.00118384167254752,-0.00101405034903876,-0.00085554364277856,-0.000709427595884504,-0.00057645637696578,-0.000456738045289403,-0.00035002467515039,-0.000255767401423408,-0.00017312465418673,-0.000101153068830489,-3.87415075890997e-05,1.52795582578496e-05,6.21062573645841e-05,0.000102930049847281,0.000138894805957684,0.000171083494750964,0.000200454681988367,0.000227897444833264,0.00025413035041096,0.000279734583526162,0.000305078123278351
0.00396804714612172,0.0094090931222527,0.0148463506677248,0.020270037730206,0.0256614286111124,0.0309831368899165,0.03618725850931,0.0412000650981059,0.0459264543300555,0.0502344642863963,0.053973317588127,0.0569497828183622,0.0589388446874582,0.0596647195909698,0.0589422522354352,0.0569918489774211,0.0541101358936338,0.0505570114047735,0.0465462271403148,0.0422713270326148,0.0378840211207175,0.0335111354042455,0.0292476234084354,0.0251746217930709,0.0213469421606386,0.0178045471365716,0.0145695196836091,0.0116566055894533,0.00906723986610565,0.00679567413051925,0.0048301679240001,0.00315331286333347,0.00174577341832639,0.000585118455148635,-0.000352084511331149,-0.00108966411798208,-0.00165134811309997,-0.00206001156756534,-0.00233755198652818,-0.00250406453884563,-0.00257872486566831,-0.00257851905939099,-0.00251880723881202,-0.00241329378018652,-0.0022735289519806,-0.00211009909764896,-0.00193155728987423,-0.001745213572245,-0.00155674839437348,-0.00137112435060322,-0.00119190883595899,-0.0010218603649047,-0.000862735088439058,-0.000715870009629412,-0.00058181893154141,-0.000460692633424772,-0.000352219751259383,-0.000255742316108839,-0.000170462096069067,-9.53376932558169e-05,-2.92286282897115e-05,2.90791368224395e-05,8.08134293015098e-05,0.000127185173257206,0.00016935744152055,0.000208377426018978,0.000245223645494045,0.000280698796643696,0.000315457622898854,0.000349918398417246
-0.00117228705308564,0.00423498159035264,0.0096425710335133,0.0150477662205783,0.0204422098457261,0.0258034649396739,0.0311006844582946,0.0362816817173518,0.0412758982166883,0.0459801853970625,0.0502744708891072,0.0539999166098605,0.0569680420051358,0.0589422522354352,0.059663128781783,0.0589347113562816,0.0569797616415298,0.0540970505472162,0.0505366660592597,0.0465270971648921,0.0422515431835768,0.037865803481259,0.0334900764952817,0.0292289729398896,0.0251570325666896,0.0213315526520071,0.0177887162998326,0.0145559406905148,0.0116444463977977,0.00905646322954237,0.00678655284991407,0.00482169369141165,0.00314615594466732,0.00173958753217666,0.000579813445002855,-0.000356698873570281,-0.00109376987087104,-0.00165504019470048,-0.00206350144879165,-0.00234067416869647,-0.00250727679419305,-0.00258199760337111,-0.00258193912495642,-0.00252255083287626,-0.00241706989863269,-0.00227772585520185,-0.00211459462148574,-0.00193640955784503,-0.00175011710144582,-0.00156186845888704,-0.00137625002655836,-0.0011969266975177,-0.00102640382070127,-0.000866696951941803,-0.00071889243110403,-0.000583539296502635,-0.000460715581749138,-0.000350008357711755,-0.000250821154496066,-0.000162228597436771,-8.31590236430403e-05,-1.24115505088905e-05,5.12508106444838e-05,0.00010908640269631,0.000162323165528314,0.00021208700650834,0.000259438154327534,0.000305259575343987,0.000350277562033174,0.000394960161958529
-0.00523413553865999,2.006089858818e-05,0.00527783959943968,0.0105421707716199,0.0158131403849167,0.0210807275793411,0.0263283744094293,0.031522248892751,0.036612963227436,0.0415227008383724,0.0461586149263665,0.0503929359192529,0.0540707064001853,0.0569918489774211,0.0589347113562816,0.059628900732273,0.0588800641513415,0.0569125616203747,0.0540143194206156,0.0504504526271752,0.0464378967291102,0.0421638456598806,0.0377763036926677,0.0334059470693568,0.0291496097331016,0.0250844172195981,0.0212629844309888,0.0177276436998853,0.0145014235629289,0.0115963822106913,0.00901505444726345,0.00675023746549576,0.00479113043924724,0.00312055166100793,0.00171853074846596,0.000562587107987074,-0.000370521468406155,-0.0011046970165739,-0.00166361879571692,-0.00206994859138115,-0.00234571505505388,-0.00251117340175193,-0.00258508912305465,-0.00258462609357341,-0.00252472810122351,-0.00241930641181835,-0.00228003211816104,-0.00211714940335891,-0.00193897243346102,-0.0017529473372294,-0.00156479064596925,-0.00137918454729352,-0.00119949051793158,-0.00102850689199197,-0.00086794876281744,-0.000718892649899271,-0.000581847582871462,-0.000456716508122336,-0.000343170506254418,-0.000240455004949022,-0.000147614862531844,-6.35004560255499e-05,1.31005666793832e-05,8.34687310482549e-05,0.000148876680852075,0.000210515169107107,0.000269514894752727,0.000326832666823468,0.000383262365871097,0.000439320139971272
-0.00834323612478072,-0.00333343909111629,0.00168245114213694,0.00671185817203064,0.0117615827078839,0.0168317149802691,0.0219174506667264,0.0270003488339359,0.032049016220864,0.0370076035824715,0.0418070902238664,0.04634740381322,0.0505038561390419,0.0541101358936338,0.0569797616415298,0.0588800641513415,0.0595416850057199,0.058771493797452,0.056782090735848,0.0538767666796972,0.0503081273113076,0.0462970554716874,0.0420219137656309,0.0376420627792178,0.0332793079458433,0.0290332437647454,0.0249754325952835,0.0211655627304033,0.0176407066977748,0.0144248182385201,0.0115302922300866,0.00895738398146618,0.00670174647901405,0.00475064569126901,0.00308743651467702,0.00169160029048834,0.000541288612391231,-0.000387033705257166,-0.00111721660059466,-0.0016726871378647,-0.00207646809555342,-0.0023501800437172,-0.00251411662630571,-0.00258708035841925,-0.00258570829214415,-0.00252560387065454,-0.00242008742658573,-0.00228098863353468,-0.00211808478916407,-0.0019402195953589,-0.00175435196379196,-0.00156629584549753,-0.00138038195198869,-0.00120030278379123,-0.0010285070898533,-0.000866697374130651,-0.0007159048842598,-0.000576428919061786,-0.000448283422545121,-0.000330948482277611,-0.00022364180015486,-0.000125310923818524,-3.48093202804414e-05,4.91340723216118e-05,0.00012781072117499,0.000202457669365654,0.000274260653363493,0.000344240759406813,0.000413253073295522,0.000481858715996738
